selection_rule_id,criterion_order,criterion_id,criterion_field,operator,required_value,criterion_status,rationale,inspection_stage,target_agreement_read_status,accession_selection_method,selection_seed,accession_selection_status,release_status
pdb_scored_accession_eligibility_xray_derived_contact_v1,1,experimental_method,experimental_method,equals,X-RAY DIFFRACTION,frozen_before_accession_selection,method contract,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,2,coordinate_payload_lock,coordinate_payload_byte_hash_status,equals,available_hash_locked,frozen_before_accession_selection,reproducible coordinate target,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,3,validation_machine_payload,validation_XML_or_CIF_byte_lock_status,equals,available_hash_locked,frozen_before_accession_selection,machine-readable local-support provenance,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,4,local_model_to_data_fields,local_model_to_data_support_fields,equals,available,frozen_before_accession_selection,quality-supported derived-observable target,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,5,selected_atom_coverage,selected_CA_coverage_fraction,equals,1.0,frozen_before_accession_selection,complete selected-atom coverage,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,6,selected_atom_altloc,unresolved_selected_CA_altloc_count,equals,0,frozen_before_accession_selection,avoid unresolved selected-atom ambiguity,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,7,chain_policy,selected_chain_count,equals,1,frozen_before_accession_selection,single declared chain policy,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,8,residue_count,selected_chain_residue_count,between_inclusive,40|250,frozen_before_accession_selection,moderate deterministic pilot size,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,9,resolution_threshold,archive_reported_resolution_high_angstrom,less_than_or_equal,2.0,frozen_before_accession_selection,predeclared target-quality envelope,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,10,experimental_payload_status,experimental_payload_availability,equals,declared,frozen_before_accession_selection,measurement-lineage status must be known,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,11,motif_compatibility_policy,sequence_or_motif_compatibility_policy,equals,declared_before_accession_selection,frozen_before_accession_selection,freeze mapping policy before target inspection,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
pdb_scored_accession_eligibility_xray_derived_contact_v1,12,selection_method,eligible_accession_selection_method,equals,lexicographically_lowest_accession,frozen_before_accession_selection,target-independent deterministic selection,metadata_and_payload_capability_only_before_AOD_agreement_values,not_read,lexicographically_lowest_accession_among_all_eligible_entries,not_applicable_deterministic_order,rule_frozen_no_accession_selected_in_this_gate,v40.02r22A1_parsed_validation_snapshot_provenance_observable_support_policy
